,City ID,City,Cloudiness,Country,Date,Humidity,Lat,Long,Temp,Wind Speed,Max Temp
288,804,samarai,100,PG,1612051329,75,-10.6167,150.6667,28.87,9.26,28.87
289,804,pochinki,100,RU,1612051520,97,54.6988,44.8668,-6.43,4.55,-6.43
290,803,berdigestyakh,78,RU,1612051371,76,62.0989,126.6992,-43.23,0.8,-43.23
291,803,kupang,75,ID,1612051215,89,-10.1667,123.5833,27.0,7.2,27.0
292,802,kyaikto,31,MM,1612051520,87,17.3,97.0167,21.64,2.13,21.64
293,804,bonavista,98,CA,1612051413,93,48.6499,-53.1147,-2.44,3.09,-1.67
294,804,pacific grove,90,US,1612051312,58,36.6177,-121.9166,13.09,4.63,14.0
295,800,sakakah,0,SA,1612051357,56,29.9697,40.2064,5.0,2.57,5.0
296,804,tucuman,90,AR,1612051520,88,-26.8241,-65.2226,22.0,2.06,22.0
297,804,los llanos de aridane,90,ES,1612051309,77,28.6585,-17.9182,18.0,5.66,18.0
298,802,bundaberg,40,AU,1612051521,54,-24.85,152.35,29.0,6.17,29.0
299,804,pforzheim,100,DE,1612051521,97,48.8833,8.7,2.59,2.46,3.33
300,803,ribeira grande,63,PT,1612051268,91,38.5167,-28.7,17.32,9.59,17.32
301,804,kavieng,99,PG,1612051259,73,-2.5744,150.7967,28.5,6.58,28.5
302,803,vaitape,77,PF,1612051521,71,-16.5167,-151.75,27.34,3.41,27.34
303,500,clarksdale,100,US,1612051349,100,34.2001,-90.5709,14.2,8.75,14.44
304,601,anadyr,20,RU,1612051417,71,64.75,177.4833,-21.0,13.0,-21.0
305,800,marsa matruh,0,EG,1612051521,59,31.3525,27.2453,16.0,6.69,16.0
306,804,pinega,94,RU,1612051522,97,64.7001,43.3936,-10.55,2.34,-10.55
307,804,omsukchan,100,RU,1612051522,80,62.5333,155.8,-34.64,5.01,-34.64
308,600,sobolevo,100,RU,1612051320,97,54.4299,31.8996,-9.3,2.11,-9.3
